AGNO_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;MRUN;DOC_GENERO;DOC_FEC_NAC;NIVEL;PF_PJE;PF_ESC;PF_Cat_Carrera;INSTR_PJE;INSTR_ESC
2019;4925;5;LICEO NUEVA ZELANDIA;8;81;8109;SANTA JUANA;83;CONCEPCIÓN;2;1;0;15017029;2;196012;4;2,15;B;D;2,59;C
2019;5992;7;COMPLEJO EDUCACIONAL JUAN BOSCO;9;91;9103;CUNCO;92;CAUTÍN NORTE;3;2;0;9429900;2;196102;4;2,4;B;C;-1;N/A
2019;7141;2;ESCUELA RURAL FOLLECO;14;142;14201;LA UNIÓN;142;RANCO;2;1;1;11641358;2;196302;2;1,88;I;E;2,43;B
2019;6777;6;ESCUELA FEDOR M.DOSTOIEVSKI;14;141;14101;VALDIVIA;141;VALDIVIA;2;1;0;6118644;2;195909;1;2,17;B;D;2,5;B
2019;2794;4;LICEO TENO;7;73;7308;TENO;71;CURICÓ;2;1;0;13290054;2;196004;4;2,4;B;C;2,94;C
2019;7136;6;ESCUELA RURAL CATAMUTUN;14;142;14201;LA UNIÓN;142;RANCO;2;1;1;4029152;2;196101;2;2,32;B;C;2,99;C
2019;10403;5;ESCUELA PREMIO NOBEL PABLO NERUDA;13;133;13301;COLINA;137;SANTIAGO NORTE;1;1;0;5732074;2;196011;1;1,9;I;E;2,74;C
2019;5073;3;ESCUELA BASICA BRISAS DEL MAR;8;82;8202;ARAUCO;84;ARAUCO;2;1;1;13977141;2;196007;3;2,25;B;D;2,65;C
2019;3984;5;ESCUELA CANTA RANA;16;161;16102;BULNES;81;ÑUBLE;2;1;1;11205475;2;196103;3;2,25;B;D;2,85;C
2019;4195;5;LICEO AGROINDUSTRIAL LLANO BLANCO;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;7202499;2;196102;2;2,28;B;C;2,97;C
2019;5110;1;ESCUELA PILPILCO;8;82;8206;LOS ÁLAMOS;84;ARAUCO;2;1;1;8258129;2;196104;2;1,78;I;E;2,27;B
2019;525;8;COLEGIO JAPON;4;41;4101;LA SERENA;41;ELQUI;1;1;0;1315139;2;196011;3;1,45;I;E;2,07;B
2019;536;3;COLEGIO BERNARDA MORIN;4;41;4101;LA SERENA;41;ELQUI;1;1;0;14550156;2;196402;2;2,3;B;C;2,98;C
2019;5565;4;INSTITUTO SUPERIOR DE COMERCIO;9;91;9101;TEMUCO;92;CAUTÍN NORTE;2;1;0;19257923;1;196004;4;2,13;B;D;2,28;B
2019;279;8;LICEO INDUSTRIAL EULOGIO GORDO MONEO;2;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;7597527;2;196006;4;2,23;B;D;2,84;C
2019;12980;1;LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS;2;22;2201;CALAMA;22;EL LOA;1;1;0;8939859;1;196011;4;2,35;B;C;2,71;C
2019;4835;6;ESCUELA BASICA ARTURO PRAT;8;81;8111;TOMÉ;83;CONCEPCIÓN;2;1;0;9995065;2;196003;3;2,3;B;C;2,68;C
2019;826;5;ESCUELA BASICA HACIENDA VALDIVIA;4;43;4303;MONTE PATRIA;42;LIMARÍ;2;1;1;5884538;1;196011;2;1,85;I;E;2,31;B
2019;3611;0;ESCUELA BLANCA BUSTOS CASTILLO;7;72;7203;PELLUHUE;74;CAUQUENES;2;1;1;8643516;2;196105;3;1,93;I;E;2,46;B
2019;3823;7;LICEO JORGE ALESSANDRI RODRIGUEZ;16;163;16304;SAN FABIÁN;81;ÑUBLE;2;1;0;15585876;1;196009;4;2,71;C;B;3,03;D
2019;4485;7;ESCUELA FRANCISCO PEDRO ZATTERA GUELFI;8;83;8304;LAJA;82;BIOBÍO;2;1;1;17446496;2;195908;2;2,15;B;D;2,59;C
2019;2425;2;ESCUELA MUNICIPAL DE LOS AROMOS;6;61;6107;LAS CABRAS;61;CACHAPOAL;2;1;1;13626298;2;196002;2;2,55;C;B;2,83;C
2019;2557;7;ESCUELA GRANJA ADEODATO GARCIA VALENZUELA;6;63;6310;SANTA CRUZ;62;COLCHAGUA;2;1;1;23918111;2;196010;2;1,88;I;E;2,63;C
2019;2974;2;LICEO IGNACIO CARRERA PINTO;7;71;7101;TALCA;72;TALCA;2;1;0;14810796;2;195804;7;1,63;I;E;2,08;B
2019;9107;3;LICEO ERASMO ESCALA ARRIAGADA;13;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;1;1;0;13673014;2;196105;6;2,55;C;B;2,53;C
2019;14697;8;LICEO BICENTENARIO CORDILLERA DE SAN FELIPE;5;57;5701;SAN FELIPE;52;LOS ANDES;2;1;0;20316125;2;196103;4;1,95;I;E;2,67;C
2019;3460;6;COLEGIO POLIVALENTE LAS CAMELIAS;7;74;7405;RETIRO;73;LINARES;3;2;1;19597843;2;196509;4;2,33;B;C;-1;N/A
2019;9197;9;ESCUELA PARTICULAR WELCOME SCHOOL;13;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;3;2;0;7014892;2;196101;1;2,45;B;C;-1;N/A
2019;3207;7;ESCUELA PEDRO ANTONIO GONZALEZ;7;71;7103;CUREPTO;72;TALCA;2;1;0;3077839;2;195708;2;2,3;B;C;2,78;C
2019;9013;1;ESCUELA PALESTINA;13;131;13113;LA REINA;133;SANTIAGO ORIENTE;1;1;0;20232742;2;196011;1;2,1;B;D;2,56;C
2019;10108;7;ESCUELA LEONARDO DA VINCI;13;131;13103;CERRO NAVIA;134;SANTIAGO PONIENTE;6;5;0;20410793;2;196008;1;1,58;I;E;1,81;I
2019;1453;2;LICEO MUNICIPAL LUIS LABORDA;5;55;5503;HIJUELAS;51;QUILLOTA;2;1;0;2875777;1;196104;4;2,43;B;C;2,86;C
2019;25960;8;CENTRO EDUC. PADRE ALBERTO HURTADO DE SAN BER;13;134;13401;SAN BERNARDO;132;SANTIAGO SUR;1;1;0;22035943;2;195902;3;1,93;I;E;2,36;B
2019;5580;8;ESCUELA CAMPOS DEPORTIVOS;9;91;9101;TEMUCO;92;CAUTÍN NORTE;2;1;0;20710217;2;196203;1;2,15;B;D;2,39;B
2019;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;2;1;0;4010036;1;196108;3;2,4;B;C;2,74;C
2019;1526;1;ESCUELA REPUBLICA DEL PARAGUAY;5;51;5101;VALPARAÍSO;53;VALPARAÍSO;1;1;0;9049784;2;196605;1;1,8;I;E;2,38;B
2019;6052;6;ESCUELA CARLOS HOLZAFEL;9;91;9115;PUCÓN;93;CAUTÍN SUR;2;1;0;18709230;1;196006;3;2,32;B;C;2,99;C
2019;3755;9;ESCUELA NINQUIHUE;16;163;16301;SAN CARLOS;81;ÑUBLE;2;1;1;5349222;2;196312;5;2,2;B;D;2,42;B
2019;3382;0;ESCUELA PEDRO ALESSANDRI VARGAS;7;74;7403;LONGAVÍ;73;LINARES;2;1;1;21787582;1;196010;3;2,46;B;C;2,78;C
2019;2068;0;ESCUELA CARMEN ROMERO AGUIRRE;5;56;5603;CARTAGENA;54;SAN ANTONIO;2;1;1;3835544;2;196109;2;2,33;B;C;2,8;C
2019;4070;3;ESCUELA BASICA MAITENCO;16;162;16207;TREHUACO;81;ÑUBLE;2;1;1;9179414;2;196104;3;2,15;B;D;2,89;C
2019;7959;6;ESCUELA BASICA GABRIELA MISTRAL;10;101;10107;LLANQUIHUE;101;LLANQUIHUE;2;1;0;15889763;1;196209;3;2,48;B;C;2,79;C
2019;2611;5;ESCUELA MARGOT LOYOLA PALACIOS;6;63;6306;PALMILLA;62;COLCHAGUA;2;1;0;16661820;2;196103;3;2,5;B;C;2,8;C
2019;2964;5;ESCUELA LAS AMERICAS;7;71;7101;TALCA;72;TALCA;2;1;0;21917135;2;196108;3;2,2;B;D;2,62;C
2019;5128;4;ESCUELA ARTURO PRAT CHACON;8;82;8203;CAÑETE;84;ARAUCO;2;1;0;2595758;2;196510;2;2,19;B;D;2,61;C
2019;3532;7;COLEGIO PARTICULAR PIAGET;7;74;7406;SAN JAVIER;73;LINARES;3;2;0;9421653;2;196603;2;2,37;B;C;-1;N/A
2019;5440;2;LICEO LUCILA GODOY ALCAYAGA;9;92;9210;TRAIGUÉN;91;MALLECO;2;1;0;16034547;1;196308;4;1,65;I;E;2,29;B
2019;2490;2;ESCUELA MUNICIPAL TINGUIRIRICA ALTO F-411;6;63;6303;CHIMBARONGO;62;COLCHAGUA;2;1;1;21679153;2;196009;2;2,2;B;D;2,62;C
2019;9865;5;LICEO POLIVALENTE DR. LUIS VARGAS SALCEDO;13;131;13102;CERRILLOS;134;SANTIAGO PONIENTE;2;1;0;2554236;1;196303;4;2,55;C;B;2,83;C
2019;7129;3;LICEO RECTOR ABDON ANDRADE COLOMA;14;142;14201;LA UNIÓN;142;RANCO;2;1;0;14736318;1;196303;4;2,37;B;C;2,52;C
2019;7958;8;ESCUELA INES GALLARDO ALVARADO;10;101;10107;LLANQUIHUE;101;LLANQUIHUE;2;1;0;15462754;2;196307;2;2,25;B;D;2,65;C
2019;10550;3;ESCUELA L.GRAL. BERNARDO O´HIGGINS;13;134;13401;SAN BERNARDO;132;SANTIAGO SUR;1;1;0;21154414;2;196202;2;2,18;B;D;2,61;C
2019;1533;4;ESCUELA ALEMANIA;5;51;5101;VALPARAÍSO;53;VALPARAÍSO;1;1;0;17039218;1;196211;3;2,5;B;C;2,7;C
2019;8521;9;ESCUELA CARLOS CONDELL DE LA HAZA;13;131;13106;ESTACIÓN CENTRAL;134;SANTIAGO PONIENTE;2;1;0;11689946;2;196506;2;2,5;B;C;2,8;C
2019;20052;2;COMPLEJO EDUCACIONAL VICTORIA;9;92;9211;VICTORIA;91;MALLECO;3;2;0;6381283;1;196306;7;2,25;B;D;-1;N/A
2019;10476;0;ESCUELA LAS PALMAS;13;132;13201;PUENTE ALTO;136;CORDILLERA;1;1;0;16714909;2;196003;2;2,05;B;D;2,53;C
2019;26037;1;INSTITUTO ESTADOS AMERICANOS LO BARNECHEA;13;131;13115;LO BARNECHEA;133;SANTIAGO ORIENTE;2;1;0;9041423;1;196208;4;2,15;B;D;2,69;C
2019;4712;0;LICEO SANTA LEONOR;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;15436761;2;196202;2;2,25;B;D;2,75;C
2019;3093;7;ESCUELA CARRETONES;7;71;7109;SAN CLEMENTE;72;TALCA;2;1;1;3559638;2;195910;2;2,43;B;C;2,86;C
2019;9072;7;LICEO VILLA MACUL ACADEMIA EX LICEO JUANA DE IBARBOUROU A 48;13;131;13118;MACUL;133;SANTIAGO ORIENTE;1;1;0;14239710;2;196503;4;1,95;I;E;2,17;B
2019;3839;3;ESCUELA TALQUIPEN;16;163;16302;COIHUECO;81;ÑUBLE;2;1;1;1422572;2;196004;5;2,4;B;C;2,64;C
2019;16729;0;INSTITUTO INGLES;7;73;7301;CURICÓ;71;CURICÓ;2;1;0;23852551;1;196408;4;1,8;I;E;2,18;B
2019;13104;0;ESCUELA MANUEL ORELLA ECHANEZ;3;31;3102;CALDERA;31;COPIAPÓ;2;1;0;12842811;2;196305;5;2,14;B;D;2,68;C
2019;531;2;COLEGIO PEDRO AGUIRRE CERDA;4;41;4101;LA SERENA;41;ELQUI;1;1;0;20481784;1;196207;3;2,33;B;C;3;C
2019;3618;8;LICEO FEDERICO ALBERT FAUPP;7;72;7202;CHANCO;74;CAUQUENES;2;1;0;3189020;1;196812;4;2,52;C;B;2,81;C
2019;5622;7;ESCUELA BÁSICA BERNARDO ÑANKO;9;92;9205;LONQUIMAY;91;MALLECO;2;1;1;11402705;2;196004;2;2,35;B;C;3,01;D
2019;4165;3;LICEO INDUSTRIAL SAMUEL VIVANCO PARADA;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;0;262197;1;196401;7;1,88;I;E;2,23;B
2019;6643;5;LICEO INTERCULTURAL TÉCNICO PROFESIONAL GUACOLDA;9;91;9121;CHOLCHOL;92;CAUTÍN NORTE;3;2;0;12071726;2;195912;7;2,49;B;C;-1;N/A
2019;8485;9;LICEO INSTITUTO NACIONAL;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;7698107;1;196402;4;2,55;C;B;3,03;D
2019;4085;1;ESCUELA BASICA EL TOLLO;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;13831111;1;196306;3;2,54;C;B;2,82;C
2019;4087;8;ESCUELA BASICA BUCHUPUREO;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;0;15347611;2;196204;2;1,91;I;E;2,45;B
2019;4725;2;ESCUELA VILLA INDEPENDENCIA;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;2;1;0;20154960;2;196609;3;2,25;B;D;2,55;C
2019;5270;1;LICEO POLITECNICO DOMINGO STA MARIA;9;92;9209;RENAICO;91;MALLECO;2;1;0;21017746;2;195910;4;2,15;B;D;2,59;C
2019;7505;1;LICEO TOMAS BURGOS;10;103;10303;PURRANQUE;103;OSORNO;2;1;0;7220378;2;196006;4;2,18;B;D;2,61;C
2019;3890;3;ESCUELA MARÍA LUISA ESPINOZA RUIZ;16;161;16108;SAN IGNACIO;81;ÑUBLE;2;1;1;1535;2;196211;3;2,21;B;D;2,73;C
2019;3165;8;LICEO CONSTITUCION;7;71;7102;CONSTITUCIÓN;72;TALCA;2;1;0;6573142;1;196403;4;2,33;B;C;2,5;B
2019;7924;3;ESCUELA RURAL SAN ANDRES;10;101;10104;FRESIA;101;LLANQUIHUE;2;1;1;223337;1;196102;3;2,28;B;C;2,67;C
2019;2461;9;ESCUELA VILLA CENTINELA;6;63;6301;SAN FERNANDO;62;COLCHAGUA;1;1;0;10968045;2;196210;3;2,1;B;D;2,66;C
2019;8491;3;LICEO DE APLICACION RECTOR JORGE E SCHNE;13;131;13101;SANTIAGO;131;SANTIAGO CENTRO;2;1;0;20467665;2;196306;4;2,53;C;B;2,82;C
2019;16551;4;LICEO POLIVALENTE DE RAUCO;7;73;7305;RAUCO;71;CURICÓ;2;1;1;5068044;1;196209;4;2,25;B;D;2,45;B
2019;12962;3;ESCUELA ELMO FUNEZ CARRIZO;2;21;2101;ANTOFAGASTA;21;ANTOFAGASTA - TOCOPILLA;1;1;0;21092987;2;196502;2;2,03;B;D;2,52;C
2019;1353;6;ESCUELA SAN JOSE DE CATEMU;5;57;5702;CATEMU;52;LOS ANDES;2;1;1;5071349;2;196403;1;1,9;I;E;2,24;B
2019;10911;8;LICEO PABLO NERUDA;15;151;15101;ARICA;151;ARICA;2;1;0;11293831;2;196311;5;1,88;I;E;2,63;C
2019;22397;2;COLEGIO TECNICO PROFESIONAL SANTA TERESA DE LOS ANDES;10;103;10301;OSORNO;103;OSORNO;3;2;0;22259632;2;196611;4;1,85;I;E;-1;N/A
2019;4617;5;COLEGIO GALVARINO DE LOMAS COLORADAS;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;2;1;0;15281293;2;196309;2;2,67;C;B;2,9;C
2019;5508;5;ESCUELA PEDRO DE ONA;9;92;9208;PURÉN;91;MALLECO;2;1;0;6405365;2;196210;3;2,25;B;D;2,95;C
2019;2104;0;LICEO COMERCIAL DIEGO PORTALES;6;61;6101;RANCAGUA;61;CACHAPOAL;1;1;0;5571768;2;196411;4;2,4;B;C;2,64;C
2019;7202;8;ESCUELA PROYECTO DE FUTURO;14;141;14107;PAILLACO;141;VALDIVIA;2;1;0;2755463;1;196502;3;2,13;B;D;2,58;C
2019;5570;0;LICEO PABLO NERUDA;9;91;9101;TEMUCO;92;CAUTÍN NORTE;2;1;0;3435242;2;196107;4;2,68;C;B;2,91;C
2019;24332;9;CEIA CARLOS YANEZ MOYA;12;124;12401;NATALES;121;MAGALLANES;1;1;0;13754612;1;196205;6;2;B;D;2,5;B
2019;1268;8;ESCUELA BASICA JOSE DE SAN MARTIN;5;57;5701;SAN FELIPE;52;LOS ANDES;2;1;0;5934289;2;196503;2;2,2;B;D;2,62;C
2019;3460;6;COLEGIO POLIVALENTE LAS CAMELIAS;7;74;7405;RETIRO;73;LINARES;3;2;1;7671856;1;196011;4;2,05;B;D;-1;N/A
2019;11831;1;LICEO INDUSTRIAL BENJAMIN FRANKLIN;13;131;13126;QUINTA NORMAL;134;SANTIAGO PONIENTE;1;1;0;13198031;1;196208;7;2,45;B;C;2,77;C
2019;4;3;LICEO OCTAVIO PALMA PEREZ;15;151;15101;ARICA;151;ARICA;2;1;0;24189486;1;196408;4;2,55;C;B;2,93;C
2019;3252;2;LICEO TECNICO PROFESIONAL DIEGO PORTALES;7;74;7401;LINARES;73;LINARES;2;1;0;23443056;1;196402;4;2,1;B;D;2,56;C
2019;1699;3;ESCUELA BASICA IRMA SALAS SILVA;5;51;5103;CONCÓN;53;VALPARAÍSO;2;1;0;18924489;1;196212;3;2,08;B;D;2,25;B
2019;5425;9;ESCUELA BASICA SANTA ELENA;9;92;9211;VICTORIA;91;MALLECO;2;1;1;9662108;2;196305;3;1,45;I;E;2,17;B
2019;1504;0;LICEO TÉCNICO DE VALPARAÍSO;5;51;5101;VALPARAÍSO;53;VALPARAÍSO;1;1;0;5118202;2;196209;4;2,23;B;D;2,44;B
2019;4094;0;ESCUELA BASICA TAUCU;16;162;16202;COBQUECURA;81;ÑUBLE;2;1;1;9807740;2;196502;2;2,3;B;C;2,88;C
2019;17723;7;ESCUELA DIEGO PORTALES;8;81;8109;SANTA JUANA;83;CONCEPCIÓN;2;1;0;11744821;2;196412;3;2,13;B;D;2,38;B
2019;1285;8;ESCUELA MATEO COKLJAT K;5;57;5701;SAN FELIPE;52;LOS ANDES;2;1;1;13200814;2;197312;2;2,48;B;C;3,09;D
2019;4202;1;ESCUELA BASICA LOS TRONCOS;8;83;8301;LOS ÁNGELES;82;BIOBÍO;2;1;1;12626424;1;196108;3;2,3;B;C;2,58;C
2019;4483;0;LICEO POLITECNICO HEROES DE LA CONCEPCIÓN;8;83;8304;LAJA;82;BIOBÍO;2;1;0;4473027;1;196407;4;2,18;B;D;2,41;B
2019;1308;0;ESCUELA ALEJANDRINA CARVAJAL ASPEE;5;57;5705;PUTAENDO;52;LOS ANDES;2;1;1;22514482;2;196209;2;2,1;B;D;2,36;B
2019;15574;8;LICEO MUNICIPAL DE ADULTOS SANTA CRUZ;6;63;6310;SANTA CRUZ;62;COLCHAGUA;2;1;0;16913418;1;196012;6;2,32;B;C;2,99;C
2019;5570;0;LICEO PABLO NERUDA;9;91;9101;TEMUCO;92;CAUTÍN NORTE;2;1;0;12256364;2;196201;4;2,25;B;D;2,65;C
2019;25589;0;COLEGIO JESUS SERVIDOR;13;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;3;2;0;2371491;2;196208;1;2,1;B;D;-1;N/A
2019;2488;0;ESCUELA MUNICIPAL E-456;6;63;6303;CHIMBARONGO;62;COLCHAGUA;2;1;0;6015484;2;196104;3;2,48;B;C;2,79;C
2019;10638;0;LICEO 131;13;134;13402;BUIN;132;SANTIAGO SUR;1;1;0;22855740;2;196305;4;2,5;B;C;2,8;C
2019;3070;8;ESCUELA CHEQUEN DE LA PENA;7;71;7109;SAN CLEMENTE;72;TALCA;2;1;1;20274184;2;196302;2;2,04;B;D;2,82;C
2019;12980;1;LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS;2;22;2201;CALAMA;22;EL LOA;1;1;0;5813771;1;196212;4;2;B;D;2,5;B
2019;2235;7;COLEGIO MARIANO LATORRE;6;61;6102;CODEGUA;61;CACHAPOAL;2;1;1;14646460;2;196408;5;1,63;I;E;2,28;B
2019;8231;7;ESCUELA RURAL TERAO;10;102;10203;CHONCHI;102;CHILOÉ;1;1;1;22730063;2;196406;2;2,53;C;B;2,82;C
2019;3795;8;INSTITUTO SANTA MARIA DE SAN CARLOS;16;163;16301;SAN CARLOS;81;ÑUBLE;3;2;0;6189872;2;196408;4;2,27;B;C;-1;N/A
2019;7049;1;CENTRO EDUCATIVO FERNANDO SANTIVAN;14;141;14108;PANGUIPULLI;141;VALDIVIA;1;1;0;13191530;1;196304;4;2,83;C;B;2,9;C
2019;4836;4;ESCUELA BASICA REPUBLICA DE PANAMA;8;81;8111;TOMÉ;83;CONCEPCIÓN;2;1;0;18965280;2;196209;2;2,63;C;B;2,88;C
2019;8433;6;ESCUELA LIBERTADOR CAP GRAL BDO OHIGGINS;12;121;12101;PUNTA ARENAS;121;MAGALLANES;1;1;0;21910906;2;197302;5;2,44;B;C;2,86;C
2019;5084;9;LICEO POLIVALENTE MARIANO LATORRE;8;82;8205;CURANILAHUE;84;ARAUCO;2;1;0;2757649;2;196310;4;2,58;C;B;2,85;C
2019;15769;4;LICEO TÉCNICO SANTA CRUZ DE TRIANA;6;61;6101;RANCAGUA;61;CACHAPOAL;1;1;0;18709064;2;196303;4;2,1;B;D;2,56;C
2019;12551;2;LIC.PADRE ALBERTO HURTADO CRUCHAGA;1;14;1405;PICA;11;IQUIQUE;2;1;0;17612716;1;196204;4;2,15;B;D;2,39;B
2019;12547;4;COLEGIO SAUCACHE;15;151;15101;ARICA;151;ARICA;3;2;0;19736174;2;196211;4;2,05;B;D;-1;N/A
2019;2312;4;ESCUELA MUNICIPAL DE PANQUEHUE;6;61;6109;MALLOA;61;CACHAPOAL;2;1;1;23664778;2;196204;5;2,48;B;C;2,69;C
2019;16879;3;ESCUELA BÁSICA N°2442 `CENTRO EDUCACIONAL ERNESTO YAÑEZ RIVERA`;13;131;13107;HUECHURABA;137;SANTIAGO NORTE;2;1;0;636201;1;196003;3;2,18;B;D;2,51;C
2019;5578;6;ESCUELA LLAIMA;9;91;9101;TEMUCO;92;CAUTÍN NORTE;2;1;0;19792832;2;196711;5;2,35;B;C;2,61;C
2019;25247;6;COLEGIO ALICURA;13;131;13122;PEÑALOLÉN;133;SANTIAGO ORIENTE;1;1;0;22857950;1;196301;3;2,2;B;D;2,52;C
2019;9091;3;ESCUELA REPUBLICA DE FRANCIA;13;131;13120;ÑUÑOA;133;SANTIAGO ORIENTE;1;1;0;16651308;2;197306;1;2,25;B;D;2,75;C
2019;10130;3;LICEO CIUDAD DE BRASILIA;13;131;13124;PUDAHUEL;134;SANTIAGO PONIENTE;6;5;1;5610493;1;196401;4;2,5;B;C;2,9;C
2019;10205;9;ESCUELA GENERAL MANUEL BULNES PRIETO;13;131;13128;RENCA;134;SANTIAGO PONIENTE;1;1;0;19656067;2;196007;2;2,3;B;C;2,58;C
2019;10113;3;ESCUELA ELVIRA SANTA CRUZ OSSA;13;131;13124;PUDAHUEL;134;SANTIAGO PONIENTE;6;5;0;24090208;2;196111;2;2,51;C;B;3,01;D
2019;10425;6;ESCUELA POLONIA GUTIERREZ C.;13;133;13302;LAMPA;137;SANTIAGO NORTE;1;1;0;16803075;2;196003;2;2,2;B;D;2,42;B
2019;16748;7;LICEO BICENTENARIO ORIENTE DE TALCA;7;71;7101;TALCA;72;TALCA;2;1;0;20152159;1;196311;3;1,93;I;E;2,26;B
2019;8115;9;ESCUELA RURAL MORRO LOBOS ALTO;10;102;10209;QUEMCHI;102;CHILOÉ;2;1;1;3512204;1;196206;2;1,98;I;E;2,69;C
2019;7237;0;ESCUELA BASICA RIO BUENO;14;142;14204;RÍO BUENO;142;RANCO;2;1;0;2240814;1;196109;3;2,2;B;D;2,22;B
2019;24307;8;LICEO JUAN BAUTISTA CONTARDI;12;121;12101;PUNTA ARENAS;121;MAGALLANES;1;1;0;3859486;1;196306;3;2,18;B;D;2,61;C
2019;5565;4;INSTITUTO SUPERIOR DE COMERCIO;9;91;9101;TEMUCO;92;CAUTÍN NORTE;2;1;0;195936;2;196406;4;2,2;B;D;2,72;C
2019;31432;3;LICEO ALTO CORDILLERA DE LA FLORIDA;13;131;13110;LA FLORIDA;136;CORDILLERA;1;1;0;8355515;2;196004;3;1,63;I;E;2,18;B
2019;218;6;LICEO FRANCISCO DE AGUIRRE;2;22;2201;CALAMA;22;EL LOA;1;1;0;10767011;2;196203;4;2,48;B;C;2,79;C
2019;3252;2;LICEO TECNICO PROFESIONAL DIEGO PORTALES;7;74;7401;LINARES;73;LINARES;2;1;0;13437186;2;196012;4;2,3;B;C;2,58;C
2019;3314;6;ESCUELA MAITENCILLO;7;74;7408;YERBAS BUENAS;73;LINARES;2;1;1;4010967;2;196101;3;2,65;C;B;2,99;C
2019;4140;8;LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOLÁS;16;163;16305;SAN NICOLÁS;81;ÑUBLE;2;1;0;16726960;2;196410;2;2,63;C;B;2,98;C
2019;244;5;ESCUELA DE PARVULOS LOS ENANITOS;2;22;2201;CALAMA;22;EL LOA;1;1;0;3537330;2;197102;1;2,15;B;D;2,59;C
2019;25041;4;COLEGIO MARIA ELENA;13;131;13110;LA FLORIDA;136;CORDILLERA;1;1;0;16612692;2;196801;3;2,45;B;C;2,57;C
2019;9834;5;COLEGIO POLITEC. MARIA GRISELDA VALLE S.;13;131;13105;EL BOSQUE;132;SANTIAGO SUR;3;2;0;2969168;2;196505;7;2,82;C;B;-1;N/A
2019;3313;8;LICEO JUAN DE DIOS PUGA;7;74;7408;YERBAS BUENAS;73;LINARES;2;1;0;24503764;1;196205;4;2,3;B;C;2,48;B
2019;1206;8;C.E.I.A DR. OSVALDO ROJAS GONZALEZ;5;53;5301;LOS ANDES;52;LOS ANDES;2;1;0;9607861;1;196303;6;2,08;B;D;2,05;B
2019;4860;7;ESCUELA BASICA VEGAS DE COLIUMO;8;81;8111;TOMÉ;83;CONCEPCIÓN;2;1;1;7689714;2;196111;2;2,88;C;B;3,03;D
2019;5088;1;ESCUELA PABLO NERUDA;8;82;8205;CURANILAHUE;84;ARAUCO;2;1;0;23294147;2;196412;2;2,35;B;C;2,71;C
2019;15596;9;INSTITUTO SAN VICENTE DE TAGUA TAGUA;6;61;6117;SAN VICENTE;61;CACHAPOAL;1;1;0;5674157;2;196204;2;2,18;B;D;2,61;C
2019;1287;4;ESCUELA JOSE BERNARDO SUAREZ;5;57;5701;SAN FELIPE;52;LOS ANDES;2;1;1;15459227;2;196212;5;1,9;I;E;2,44;B
2019;458;8;ESCUELA ARTURO PEREZ CANTO;3;33;3301;VALLENAR;32;HUASCO;6;5;0;12719871;2;196111;3;2,76;C;B;3,26;D
2019;124;4;LICEO LUIS CRUZ MARTINEZ;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;7888335;2;195912;5;1,75;I;E;2,15;B
2019;7338;5;ESCUELA LEONILA FOLCH LOPEZ;10;103;10301;OSORNO;103;OSORNO;2;1;0;18844800;2;196401;2;2,33;B;C;2,8;C
2019;14870;9;COLEGIO ENTRE VALLES;5;58;5804;VILLA ALEMANA;53;VALPARAÍSO;3;2;0;10067969;2;196710;1;2,03;B;D;-1;N/A
2019;4130;0;ESCUELA BASICA EL RINCON;16;162;16204;NINHUE;81;ÑUBLE;2;1;1;9654980;1;196110;2;1,48;I;E;2,39;B
2019;2930;0;LICEO DE CULTURA Y DIFUSION ARTISTICA;7;71;7101;TALCA;72;TALCA;2;1;0;23410125;2;196505;4;2,2;B;D;2,62;C
2019;2990;4;ESCUELA PARTICULAR AMOR DE DIOS;7;71;7101;TALCA;72;TALCA;3;2;0;10058681;2;196409;1;2,1;B;D;-1;N/A
2019;2212;8;ESCUELA MUNICIPAL DE TUNICHE;6;61;6106;GRANEROS;61;CACHAPOAL;2;1;1;19514345;2;196201;3;2,35;B;C;2,51;C
2019;5565;4;INSTITUTO SUPERIOR DE COMERCIO;9;91;9101;TEMUCO;92;CAUTÍN NORTE;2;1;0;1067628;1;196502;7;2,41;B;C;2,75;C
